horse_number,horse_name,frame,actual_running_style,position_m,finish_position_m,rank,lane,gap_from_leader,early_gap_range,final_stretch_start_progress,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
16,メイショウタバル,8,逃げ,667.606,667.606,1,7.0,1.959,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,43.198,43.198,0.3043
12,マイネルエンペラー,6,逃げ,660.108,660.108,2,5.0,9.457,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,43.198,43.198,0.3043
5,クロワデュノール,3,先行,654.521,654.521,3,2.22,15.044,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,43.198,43.198,0.3043
2,ミュージアムマイル,1,先行,650.653,650.653,4,0.0,18.912,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,43.198,43.198,0.3043
9,コスモキュランダ,5,先行,650.273,650.273,5,4.22,19.292,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,43.198,43.198,0.3043
4,ミクニインスパイア,2,先行,648.158,648.158,6,1.0,21.407,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,43.198,43.198,0.3043
17,レガレイラ,8,先行,648.063,648.063,7,7.0,21.502,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,43.198,43.198,0.3043
7,ファミリータイム,4,先行,648.041,648.041,8,3.22,21.525,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,43.198,43.198,0.3043
3,シュガークン,2,先行,647.266,647.266,9,1.22,22.299,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,43.198,43.198,0.3043
18,ミステリーウェイ,8,先行,644.736,644.736,10,7.0,24.829,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,43.198,43.198,0.3043
1,ダノンデサイル,1,差し,626.187,626.187,11,0.22,43.378,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,43.198,43.198,0.3043
15,マイユニバース,7,差し,623.666,623.666,12,6.22,45.899,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,43.198,43.198,0.3043
10,ジューンテイク,5,差し,619.097,619.097,13,4.0,50.468,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,43.198,43.198,0.3043
13,シェイクユアハート,7,差し,615.609,615.609,14,6.22,53.956,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,43.198,43.198,0.3043
14,スティンガーグラス,7,差し,614.729,614.729,15,6.0,54.836,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,43.198,43.198,0.3043
11,シンエンペラー,6,差し,613.036,613.036,16,5.22,56.529,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,43.198,43.198,0.3043
8,タガノデュード,4,追込,598.67,598.67,17,3.0,70.895,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,43.198,43.198,0.3043
6,ビザンチンドリーム,3,追込,583.129,583.129,18,2.0,86.437,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,43.198,43.198,0.3043
16,メイショウタバル,8,逃げ,674.966,674.966,1,7.0,1.957,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,43.672,43.672,0.3077
12,マイネルエンペラー,6,逃げ,667.477,667.477,2,5.0,9.446,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,43.672,43.672,0.3077
5,クロワデュノール,3,先行,661.891,661.891,3,2.22,15.032,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,43.672,43.672,0.3077
2,ミュージアムマイル,1,先行,658.026,658.026,4,0.0,18.897,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,43.672,43.672,0.3077
9,コスモキュランダ,5,先行,657.635,657.635,5,4.22,19.288,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,43.672,43.672,0.3077
4,ミクニインスパイア,2,先行,655.531,655.531,6,1.0,21.393,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,43.672,43.672,0.3077
17,レガレイラ,8,先行,655.436,655.436,7,7.0,21.487,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,43.672,43.672,0.3077
7,ファミリータイム,4,先行,655.406,655.406,8,3.22,21.517,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,43.672,43.672,0.3077
3,シュガークン,2,先行,654.627,654.627,9,1.22,22.296,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,43.672,43.672,0.3077
18,ミステリーウェイ,8,先行,652.1,652.1,10,7.0,24.823,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,43.672,43.672,0.3077
1,ダノンデサイル,1,差し,633.557,633.557,11,0.22,43.366,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,43.672,43.672,0.3077
15,マイユニバース,7,差し,631.035,631.035,12,6.22,45.888,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,43.672,43.672,0.3077
10,ジューンテイク,5,差し,626.47,626.47,13,4.0,50.453,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,43.672,43.672,0.3077
13,シェイクユアハート,7,差し,622.984,622.984,14,6.22,53.939,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,43.672,43.672,0.3077
14,スティンガーグラス,7,差し,622.11,622.11,15,6.0,54.813,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,43.672,43.672,0.3077
11,シンエンペラー,6,差し,620.406,620.406,16,5.22,56.518,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,43.672,43.672,0.3077
8,タガノデュード,4,追込,606.053,606.053,17,3.0,70.87,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,43.672,43.672,0.3077
6,ビザンチンドリーム,3,追込,590.509,590.509,18,2.0,86.414,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,43.672,43.672,0.3077
16,メイショウタバル,8,逃げ,682.327,682.327,1,7.0,1.954,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,44.147,44.147,0.311
12,マイネルエンペラー,6,逃げ,674.847,674.847,2,5.0,9.434,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,44.147,44.147,0.311
5,クロワデュノール,3,先行,669.26,669.26,3,2.22,15.021,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,44.147,44.147,0.311
2,ミュージアムマイル,1,先行,665.4,665.4,4,0.0,18.881,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,44.147,44.147,0.311
9,コスモキュランダ,5,先行,664.997,664.997,5,4.22,19.284,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,44.147,44.147,0.311
4,ミクニインスパイア,2,先行,662.903,662.903,6,1.0,21.378,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,44.147,44.147,0.311
17,レガレイラ,8,先行,662.809,662.809,7,7.0,21.472,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,44.147,44.147,0.311
7,ファミリータイム,4,先行,662.771,662.771,8,3.22,21.51,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,44.147,44.147,0.311
3,シュガークン,2,先行,661.988,661.988,9,1.22,22.293,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,44.147,44.147,0.311
18,ミステリーウェイ,8,先行,659.463,659.463,10,7.0,24.818,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,44.147,44.147,0.311
1,ダノンデサイル,1,差し,640.927,640.927,11,0.22,43.354,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,44.147,44.147,0.311
15,マイユニバース,7,差し,638.404,638.404,12,6.22,45.877,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,44.147,44.147,0.311
10,ジューンテイク,5,差し,633.844,633.844,13,4.0,50.437,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,44.147,44.147,0.311
13,シェイクユアハート,7,差し,630.36,630.36,14,6.22,53.921,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,44.147,44.147,0.311
14,スティンガーグラス,7,差し,629.49,629.49,15,6.0,54.791,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,44.147,44.147,0.311
11,シンエンペラー,6,差し,627.775,627.775,16,5.22,56.506,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,44.147,44.147,0.311
8,タガノデュード,4,追込,613.436,613.436,17,3.0,70.845,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,44.147,44.147,0.311
6,ビザンチンドリーム,3,追込,597.889,597.889,18,2.0,86.392,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,44.147,44.147,0.311
16,メイショウタバル,8,逃げ,689.687,689.687,1,7.0,1.952,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,44.622,44.622,0.3144
12,マイネルエンペラー,6,逃げ,682.217,682.217,2,5.0,9.422,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,44.622,44.622,0.3144
5,クロワデュノール,3,先行,676.63,676.63,3,2.22,15.009,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,44.622,44.622,0.3144
2,ミュージアムマイル,1,先行,672.773,672.773,4,0.0,18.866,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,44.622,44.622,0.3144
9,コスモキュランダ,5,先行,672.358,672.358,5,4.22,19.28,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,44.622,44.622,0.3144
4,ミクニインスパイア,2,先行,670.275,670.275,6,1.0,21.363,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,44.622,44.622,0.3144
17,レガレイラ,8,先行,670.181,670.181,7,7.0,21.457,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,44.622,44.622,0.3144
7,ファミリータイム,4,先行,670.136,670.136,8,3.22,21.502,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,44.622,44.622,0.3144
3,シュガークン,2,先行,669.349,669.349,9,1.22,22.29,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,44.622,44.622,0.3144
18,ミステリーウェイ,8,先行,666.827,666.827,10,7.0,24.812,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,44.622,44.622,0.3144
1,ダノンデサイル,1,差し,648.296,648.296,11,0.22,43.342,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,44.622,44.622,0.3144
15,マイユニバース,7,差し,645.772,645.772,12,6.22,45.867,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,44.622,44.622,0.3144
10,ジューンテイク,5,差し,641.217,641.217,13,4.0,50.422,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,44.622,44.622,0.3144
13,シェイクユアハート,7,差し,637.735,637.735,14,6.22,53.904,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,44.622,44.622,0.3144
14,スティンガーグラス,7,差し,636.871,636.871,15,6.0,54.768,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,44.622,44.622,0.3144
