horse_number,horse_name,frame,actual_running_style,position_m,finish_position_m,rank,lane,gap_from_leader,early_gap_range,final_stretch_start_progress,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
17,レガレイラ,8,先行,1007.387,1007.387,5,7.0,15.355,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,65.983,65.983,0.4649
9,コスモキュランダ,5,先行,1005.552,1005.552,6,4.22,17.191,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,65.983,65.983,0.4649
4,ミクニインスパイア,2,先行,1004.632,1004.632,7,1.0,18.11,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,65.983,65.983,0.4649
7,ファミリータイム,4,先行,1003.756,1003.756,8,3.22,18.986,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,65.983,65.983,0.4649
3,シュガークン,2,先行,1001.659,1001.659,9,1.22,21.083,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,65.983,65.983,0.4649
18,ミステリーウェイ,8,先行,999.629,999.629,10,7.0,23.113,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,65.983,65.983,0.4649
1,ダノンデサイル,1,差し,984.594,984.594,11,0.22,38.149,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,65.983,65.983,0.4649
15,マイユニバース,7,差し,980.952,980.952,12,6.22,41.79,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,65.983,65.983,0.4649
10,ジューンテイク,5,差し,976.626,976.626,13,4.0,46.116,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,65.983,65.983,0.4649
13,シェイクユアハート,7,差し,974.516,974.516,14,6.22,48.226,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,65.983,65.983,0.4649
14,スティンガーグラス,7,差し,973.411,973.411,15,6.0,49.331,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,65.983,65.983,0.4649
11,シンエンペラー,6,差し,970.398,970.398,16,5.22,52.344,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,65.983,65.983,0.4649
8,タガノデュード,4,追込,958.926,958.926,17,3.0,63.816,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,65.983,65.983,0.4649
6,ビザンチンドリーム,3,追込,943.256,943.256,18,2.0,79.486,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,65.983,65.983,0.4649
16,メイショウタバル,8,逃げ,1029.728,1029.728,1,7.0,0.373,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,66.458,66.458,0.4682
12,マイネルエンペラー,6,逃げ,1024.456,1024.456,2,5.0,5.644,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,66.458,66.458,0.4682
5,クロワデュノール,3,先行,1018.1,1018.1,3,2.22,12.0,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,66.458,66.458,0.4682
2,ミュージアムマイル,1,先行,1016.789,1016.789,4,0.0,13.311,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,66.458,66.458,0.4682
17,レガレイラ,8,先行,1014.747,1014.747,5,7.0,15.353,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,66.458,66.458,0.4682
9,コスモキュランダ,5,先行,1013.001,1013.001,6,4.22,17.1,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,66.458,66.458,0.4682
4,ミクニインスパイア,2,先行,1011.995,1011.995,7,1.0,18.106,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,66.458,66.458,0.4682
7,ファミリータイム,4,先行,1011.114,1011.114,8,3.22,18.987,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,66.458,66.458,0.4682
3,シュガークン,2,先行,1008.971,1008.971,9,1.22,21.129,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,66.458,66.458,0.4682
18,ミステリーウェイ,8,先行,1006.933,1006.933,10,7.0,23.168,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,66.458,66.458,0.4682
1,ダノンデサイル,1,差し,992.095,992.095,11,0.22,38.006,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,66.458,66.458,0.4682
15,マイユニバース,7,差し,988.394,988.394,12,6.22,41.707,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,66.458,66.458,0.4682
10,ジューンテイク,5,差し,984.001,984.001,13,4.0,46.1,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,66.458,66.458,0.4682
13,シェイクユアハート,7,差し,981.855,981.855,14,6.22,48.245,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,66.458,66.458,0.4682
14,スティンガーグラス,7,差し,980.716,980.716,15,6.0,49.384,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,66.458,66.458,0.4682
11,シンエンペラー,6,差し,977.744,977.744,16,5.22,52.357,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,66.458,66.458,0.4682
8,タガノデュード,4,追込,967.12,967.12,17,3.0,62.981,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,66.458,66.458,0.4682
6,ビザンチンドリーム,3,追込,951.173,951.173,18,2.0,78.927,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,66.458,66.458,0.4682
16,メイショウタバル,8,逃げ,1037.227,1037.227,1,7.0,0.231,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,66.933,66.933,0.4716
12,マイネルエンペラー,6,逃げ,1031.776,1031.776,2,5.0,5.682,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,66.933,66.933,0.4716
5,クロワデュノール,3,先行,1025.458,1025.458,3,2.22,12.0,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,66.933,66.933,0.4716
2,ミュージアムマイル,1,先行,1024.208,1024.208,4,0.0,13.25,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,66.933,66.933,0.4716
17,レガレイラ,8,先行,1022.107,1022.107,5,7.0,15.351,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,66.933,66.933,0.4716
9,コスモキュランダ,5,先行,1020.45,1020.45,6,4.22,17.009,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,66.933,66.933,0.4716
4,ミクニインスパイア,2,先行,1019.357,1019.357,7,1.0,18.101,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,66.933,66.933,0.4716
7,ファミリータイム,4,先行,1018.471,1018.471,8,3.22,18.987,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,66.933,66.933,0.4716
3,シュガークン,2,先行,1016.283,1016.283,9,1.22,21.176,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,66.933,66.933,0.4716
18,ミステリーウェイ,8,先行,1014.236,1014.236,10,7.0,23.222,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,66.933,66.933,0.4716
1,ダノンデサイル,1,差し,999.458,999.458,11,0.22,38.0,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,66.933,66.933,0.4716
15,マイユニバース,7,差し,995.835,995.835,12,6.22,41.623,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,66.933,66.933,0.4716
10,ジューンテイク,5,差し,991.375,991.375,13,4.0,46.084,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,66.933,66.933,0.4716
13,シェイクユアハート,7,差し,989.194,989.194,14,6.22,48.264,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,66.933,66.933,0.4716
14,スティンガーグラス,7,差し,988.021,988.021,15,6.0,49.437,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,66.933,66.933,0.4716
11,シンエンペラー,6,差し,985.089,985.089,16,5.22,52.369,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,66.933,66.933,0.4716
8,タガノデュード,4,追込,974.474,974.474,17,3.0,62.984,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,66.933,66.933,0.4716
6,ビザンチンドリーム,3,追込,958.466,958.466,18,2.0,78.992,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,66.933,66.933,0.4716
16,メイショウタバル,8,逃げ,1044.726,1044.726,1,7.0,0.09,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,67.407,67.407,0.4749
12,マイネルエンペラー,6,逃げ,1039.097,1039.097,2,5.0,5.719,0.0-10.0,0.75,52.086,66.306,65.239,-0.624,65.202,62.995,-0.918,-0.973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,47.763,35.975,35.1,82.667,10.714,0.0,0.0,medium,67.407,67.407,0.4749
5,クロワデュノール,3,先行,1032.816,1032.816,3,2.22,12.0,12.0-28.0,0.75,84.154,89.408,83.119,1.0,86.224,83.44,1.0,1.184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,66.671,34.7825,34.2,91.228,46.508,0.0,0.0,medium,67.407,67.407,0.4749
2,ミュージアムマイル,1,先行,1031.627,1031.627,4,0.0,13.189,12.0-28.0,0.75,73.195,82.272,72.457,0.379,81.968,80.193,0.734,0.841,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,72.105,34.505,32.3,67.894,71.905,0.0,0.0,medium,67.407,67.407,0.4749
17,レガレイラ,8,先行,1029.467,1029.467,5,7.0,15.349,12.0-28.0,0.75,68.507,79.338,68.664,-0.148,79.553,77.728,0.496,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,69.599,35.1,34.0,72.611,71.905,0.0,0.0,medium,67.407,67.407,0.4749
9,コスモキュランダ,5,先行,1027.899,1027.899,6,4.22,16.918,12.0-28.0,0.75,64.219,71.241,74.185,0.62,67.694,64.982,-0.673,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,45.197,35.6075,33.3,72.359,0.0,0.0,0.0,medium,67.407,67.407,0.4749
4,ミクニインスパイア,2,先行,1026.72,1026.72,7,1.0,18.096,12.0-28.0,0.75,62.769,75.093,69.397,-0.046,72.862,70.153,-0.163,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,54.385,35.08,33.6,71.465,29.056,0.0,0.0,medium,67.407,67.407,0.4749
7,ファミリータイム,4,先行,1025.829,1025.829,8,3.22,18.987,12.0-28.0,0.75,60.592,73.6,69.103,-0.087,71.634,68.587,-0.285,-0.383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,52.761,35.0575,33.8,73.561,18.254,0.0,0.0,medium,67.407,67.407,0.4749
3,シュガークン,2,先行,1023.594,1023.594,9,1.22,21.222,12.0-28.0,0.75,52.467,61.843,64.505,-0.726,60.304,58.335,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,46.666,35.6325,33.9,66.835,11.765,0.0,0.0,medium,67.407,67.407,0.4749
18,ミステリーウェイ,8,先行,1021.54,1021.54,10,7.0,23.276,12.0-28.0,0.75,43.76,58.039,63.926,-0.807,56.909,54.679,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,39.351,36.722500000000004,34.6,74.402,0.0,0.0,0.0,medium,67.407,67.407,0.4749
1,ダノンデサイル,1,差し,1006.816,1006.816,11,0.22,38.0,38.0-65.0,0.75,79.175,85.766,77.421,1.0,85.881,84.179,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,76.887,34.9175,33.8,83.262,87.5,0.0,0.0,medium,67.407,67.407,0.4749
15,マイユニバース,7,差し,1003.277,1003.277,12,6.22,41.539,38.0-65.0,0.75,70.558,80.631,73.863,0.575,78.996,76.238,0.441,0.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,61.54,35.1375,34.1,76.91,51.155,0.0,0.0,medium,67.407,67.407,0.4749
10,ジューンテイク,5,差し,998.749,998.749,13,4.0,46.067,38.0-65.0,0.75,67.114,73.771,69.824,0.013,72.081,70.286,-0.24,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,57.01,34.885,33.6,74.036,27.778,0.0,0.0,medium,67.407,67.407,0.4749
13,シェイクユアハート,7,差し,996.533,996.533,14,6.22,48.283,38.0-65.0,0.75,67.357,78.592,66.532,-0.444,79.129,76.992,0.454,0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,69.121,34.502500000000005,33.2,67.751,65.0,0.0,0.0,medium,67.407,67.407,0.4749
14,スティンガーグラス,7,差し,995.326,995.326,15,6.0,49.49,38.0-65.0,0.75,61.121,77.264,63.904,-0.81,77.795,75.301,0.323,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,65.633,35.1675,34.2,83.553,57.659,0.0,0.0,medium,67.407,67.407,0.4749
11,シンエンペラー,6,差し,992.435,992.435,16,5.22,52.381,38.0-65.0,0.75,54.86,73.209,67.405,-0.323,72.812,69.989,-0.168,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,53.464,35.275,33.1,72.975,20.476,0.0,0.0,medium,67.407,67.407,0.4749
8,タガノデュード,4,追込,981.829,981.829,17,3.0,62.987,60.0-95.0,0.75,71.2,81.806,67.839,-0.263,84.412,83.287,0.975,1.168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,81.2,34.6875,33.6,84.791,99.286,0.0,0.0,medium,67.407,67.407,0.4749
6,ビザンチンドリーム,3,追込,965.759,965.759,18,2.0,79.057,60.0-95.0,0.75,58.422,76.695,59.495,-1.0,77.38,74.727,0.282,0.265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,64.845,35.9325,34.9,80.526,67.698,0.0,0.0,medium,67.407,67.407,0.4749
16,メイショウタバル,8,逃げ,1052.174,1052.174,1,7.0,0.0,0.0-10.0,0.75,74.557,75.358,78.228,1.0,70.54,67.839,-0.392,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,47.695,35.3675,33.1,70.858,3.968,0.0,0.0,medium,67.882,67.882,0.4783
