horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,normalized_race_power,power_effect,ability_factor,target_rank_ratio,target_position_m,time,elapsed_time,progress
12,マイネルエンペラー,6,逃げ,768.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,768.92,50.045,50.045,0.35
16,メイショウタバル,8,逃げ,768.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,768.0,50.045,50.045,0.35
2,ミュージアムマイル,1,先行,766.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,766.28,50.045,50.045,0.35
3,シュガークン,2,先行,765.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,765.8,50.045,50.045,0.35
4,ミクニインスパイア,2,先行,765.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,765.32,50.045,50.045,0.35
5,クロワデュノール,3,先行,764.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,764.84,50.045,50.045,0.35
7,ファミリータイム,4,先行,764.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,764.5,50.045,50.045,0.35
17,レガレイラ,8,先行,764.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,764.5,50.045,50.045,0.35
9,コスモキュランダ,5,先行,764.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,764.5,50.045,50.045,0.35
18,ミステリーウェイ,8,先行,764.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,764.5,50.045,50.045,0.35
1,ダノンデサイル,1,差し,761.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,761.669,50.045,50.045,0.35
10,ジューンテイク,5,差し,760.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,760.897,50.045,50.045,0.35
11,シンエンペラー,6,差し,760.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,760.126,50.045,50.045,0.35
13,シェイクユアハート,7,差し,759.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,759.354,50.045,50.045,0.35
14,スティンガーグラス,7,差し,758.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,758.583,50.045,50.045,0.35
15,マイユニバース,7,差し,758.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,758.0,50.045,50.045,0.35
6,ビザンチンドリーム,3,追込,755.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,755.36,50.045,50.045,0.35
8,タガノデュード,4,追込,753.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,753.68,50.045,50.045,0.35
12,マイネルエンペラー,6,逃げ,790.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,790.92,51.475,51.475,0.36
16,メイショウタバル,8,逃げ,790.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,790.0,51.475,51.475,0.36
2,ミュージアムマイル,1,先行,788.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,788.28,51.475,51.475,0.36
3,シュガークン,2,先行,787.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,787.8,51.475,51.475,0.36
4,ミクニインスパイア,2,先行,787.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,787.32,51.475,51.475,0.36
5,クロワデュノール,3,先行,786.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,786.84,51.475,51.475,0.36
7,ファミリータイム,4,先行,786.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,786.5,51.475,51.475,0.36
17,レガレイラ,8,先行,786.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,786.5,51.475,51.475,0.36
9,コスモキュランダ,5,先行,786.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,786.5,51.475,51.475,0.36
18,ミステリーウェイ,8,先行,786.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,786.5,51.475,51.475,0.36
1,ダノンデサイル,1,差し,783.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,783.669,51.475,51.475,0.36
10,ジューンテイク,5,差し,782.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,782.897,51.475,51.475,0.36
11,シンエンペラー,6,差し,782.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,782.126,51.475,51.475,0.36
13,シェイクユアハート,7,差し,781.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,781.354,51.475,51.475,0.36
14,スティンガーグラス,7,差し,780.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,780.583,51.475,51.475,0.36
15,マイユニバース,7,差し,780.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,780.0,51.475,51.475,0.36
6,ビザンチンドリーム,3,追込,777.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,777.36,51.475,51.475,0.36
8,タガノデュード,4,追込,775.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,775.68,51.475,51.475,0.36
12,マイネルエンペラー,6,逃げ,812.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,812.92,52.905,52.905,0.37
16,メイショウタバル,8,逃げ,812.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,812.0,52.905,52.905,0.37
2,ミュージアムマイル,1,先行,810.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,810.28,52.905,52.905,0.37
3,シュガークン,2,先行,809.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,809.8,52.905,52.905,0.37
4,ミクニインスパイア,2,先行,809.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,809.32,52.905,52.905,0.37
5,クロワデュノール,3,先行,808.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,808.84,52.905,52.905,0.37
7,ファミリータイム,4,先行,808.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,808.5,52.905,52.905,0.37
17,レガレイラ,8,先行,808.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,808.5,52.905,52.905,0.37
9,コスモキュランダ,5,先行,808.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,808.5,52.905,52.905,0.37
18,ミステリーウェイ,8,先行,808.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,808.5,52.905,52.905,0.37
1,ダノンデサイル,1,差し,805.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,805.669,52.905,52.905,0.37
10,ジューンテイク,5,差し,804.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,804.897,52.905,52.905,0.37
11,シンエンペラー,6,差し,804.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,804.126,52.905,52.905,0.37
13,シェイクユアハート,7,差し,803.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,803.354,52.905,52.905,0.37
14,スティンガーグラス,7,差し,802.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,802.583,52.905,52.905,0.37
15,マイユニバース,7,差し,802.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,802.0,52.905,52.905,0.37
6,ビザンチンドリーム,3,追込,799.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,799.36,52.905,52.905,0.37
8,タガノデュード,4,追込,797.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,797.68,52.905,52.905,0.37
12,マイネルエンペラー,6,逃げ,834.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,834.92,54.335,54.335,0.38
16,メイショウタバル,8,逃げ,834.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,834.0,54.335,54.335,0.38
2,ミュージアムマイル,1,先行,832.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,832.28,54.335,54.335,0.38
3,シュガークン,2,先行,831.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,831.8,54.335,54.335,0.38
4,ミクニインスパイア,2,先行,831.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,831.32,54.335,54.335,0.38
5,クロワデュノール,3,先行,830.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,830.84,54.335,54.335,0.38
7,ファミリータイム,4,先行,830.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,830.5,54.335,54.335,0.38
17,レガレイラ,8,先行,830.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,830.5,54.335,54.335,0.38
9,コスモキュランダ,5,先行,830.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,830.5,54.335,54.335,0.38
18,ミステリーウェイ,8,先行,830.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,830.5,54.335,54.335,0.38
1,ダノンデサイル,1,差し,827.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,827.669,54.335,54.335,0.38
10,ジューンテイク,5,差し,826.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,826.897,54.335,54.335,0.38
11,シンエンペラー,6,差し,826.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,826.126,54.335,54.335,0.38
13,シェイクユアハート,7,差し,825.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,825.354,54.335,54.335,0.38
14,スティンガーグラス,7,差し,824.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,824.583,54.335,54.335,0.38
15,マイユニバース,7,差し,824.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,824.0,54.335,54.335,0.38
6,ビザンチンドリーム,3,追込,821.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,821.36,54.335,54.335,0.38
8,タガノデュード,4,追込,819.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,819.68,54.335,54.335,0.38
12,マイネルエンペラー,6,逃げ,856.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.0,0.06,856.92,55.764,55.764,0.39
16,メイショウタバル,8,逃げ,856.0,2,6.88,2.0,74.557,0.983,0.0456,0.0,0.12,856.0,55.764,55.764,0.39
2,ミュージアムマイル,1,先行,854.28,3,0.0,3.72,73.195,0.846,0.032,0.0,0.207,854.28,55.764,55.764,0.39
3,シュガークン,2,先行,853.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.0,0.233,853.8,55.764,55.764,0.39
4,ミクニインスパイア,2,先行,853.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.0,0.26,853.32,55.764,55.764,0.39
5,クロワデュノール,3,先行,852.84,6,2.12,5.16,84.154,1.5,0.1415,0.0,0.287,852.84,55.764,55.764,0.39
7,ファミリータイム,4,先行,852.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.0,0.313,852.5,55.764,55.764,0.39
17,レガレイラ,8,先行,852.38,8,7.0,5.62,68.507,0.375,-0.0149,0.0,0.367,852.5,55.764,55.764,0.39
9,コスモキュランダ,5,先行,852.26,9,4.12,5.74,64.219,-0.057,-0.0578,0.0,0.34,852.5,55.764,55.764,0.39
18,ミステリーウェイ,8,先行,852.14,10,6.88,5.86,43.76,-1.5,-0.2624,0.0,0.393,852.5,55.764,55.764,0.39
1,ダノンデサイル,1,差し,849.669,11,0.24,8.331,79.175,1.448,0.0918,0.0,0.463,849.669,55.764,55.764,0.39
10,ジューンテイク,5,差し,848.897,12,4.0,9.103,67.114,0.234,-0.0289,0.0,0.506,848.897,55.764,55.764,0.39
11,シンエンペラー,6,差し,848.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.0,0.549,848.126,55.764,55.764,0.39
13,シェイクユアハート,7,差し,847.354,14,6.24,10.646,67.357,0.259,-0.0264,0.0,0.591,847.354,55.764,55.764,0.39
14,スティンガーグラス,7,差し,846.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.0,0.634,846.583,55.764,55.764,0.39
15,マイユニバース,7,差し,846.0,16,6.24,12.0,70.558,0.581,0.0056,0.0,0.677,846.0,55.764,55.764,0.39
6,ビザンチンドリーム,3,追込,843.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.0,0.813,843.36,55.764,55.764,0.39
8,タガノデュード,4,追込,841.68,18,3.0,16.32,71.2,0.645,0.012,0.0,0.907,841.68,55.764,55.764,0.39
12,マイネルエンペラー,6,逃げ,878.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,878.92,57.194,57.194,0.4
16,メイショウタバル,8,逃げ,878.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,878.0,57.194,57.194,0.4
2,ミュージアムマイル,1,先行,876.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,876.28,57.194,57.194,0.4
3,シュガークン,2,先行,875.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,875.8,57.194,57.194,0.4
4,ミクニインスパイア,2,先行,875.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,875.32,57.194,57.194,0.4
5,クロワデュノール,3,先行,874.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,874.84,57.194,57.194,0.4
17,レガレイラ,8,先行,874.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,874.5,57.194,57.194,0.4
7,ファミリータイム,4,先行,874.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,874.5,57.194,57.194,0.4
9,コスモキュランダ,5,先行,874.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,874.5,57.194,57.194,0.4
18,ミステリーウェイ,8,先行,874.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,874.5,57.194,57.194,0.4
1,ダノンデサイル,1,差し,871.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,871.669,57.194,57.194,0.4
10,ジューンテイク,5,差し,870.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,870.897,57.194,57.194,0.4
11,シンエンペラー,6,差し,870.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,870.126,57.194,57.194,0.4
13,シェイクユアハート,7,差し,869.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,869.354,57.194,57.194,0.4
14,スティンガーグラス,7,差し,868.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,868.583,57.194,57.194,0.4
15,マイユニバース,7,差し,868.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,868.0,57.194,57.194,0.4
6,ビザンチンドリーム,3,追込,865.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,865.36,57.194,57.194,0.4
8,タガノデュード,4,追込,863.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,863.68,57.194,57.194,0.4
12,マイネルエンペラー,6,逃げ,900.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,900.92,58.624,58.624,0.41
16,メイショウタバル,8,逃げ,900.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,900.0,58.624,58.624,0.41
2,ミュージアムマイル,1,先行,898.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,898.28,58.624,58.624,0.41
3,シュガークン,2,先行,897.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,897.8,58.624,58.624,0.41
4,ミクニインスパイア,2,先行,897.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,897.32,58.624,58.624,0.41
5,クロワデュノール,3,先行,896.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,896.84,58.624,58.624,0.41
17,レガレイラ,8,先行,896.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,896.5,58.624,58.624,0.41
7,ファミリータイム,4,先行,896.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,896.5,58.624,58.624,0.41
9,コスモキュランダ,5,先行,896.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,896.5,58.624,58.624,0.41
18,ミステリーウェイ,8,先行,896.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,896.5,58.624,58.624,0.41
1,ダノンデサイル,1,差し,893.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,893.669,58.624,58.624,0.41
10,ジューンテイク,5,差し,892.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,892.897,58.624,58.624,0.41
11,シンエンペラー,6,差し,892.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,892.126,58.624,58.624,0.41
13,シェイクユアハート,7,差し,891.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,891.354,58.624,58.624,0.41
14,スティンガーグラス,7,差し,890.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,890.583,58.624,58.624,0.41
15,マイユニバース,7,差し,890.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,890.0,58.624,58.624,0.41
6,ビザンチンドリーム,3,追込,887.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,887.36,58.624,58.624,0.41
8,タガノデュード,4,追込,885.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,885.68,58.624,58.624,0.41
12,マイネルエンペラー,6,逃げ,922.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,922.92,60.054,60.054,0.42
16,メイショウタバル,8,逃げ,922.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,922.0,60.054,60.054,0.42
2,ミュージアムマイル,1,先行,920.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,920.28,60.054,60.054,0.42
3,シュガークン,2,先行,919.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,919.8,60.054,60.054,0.42
4,ミクニインスパイア,2,先行,919.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,919.32,60.054,60.054,0.42
5,クロワデュノール,3,先行,918.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,918.84,60.054,60.054,0.42
17,レガレイラ,8,先行,918.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,918.5,60.054,60.054,0.42
7,ファミリータイム,4,先行,918.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,918.5,60.054,60.054,0.42
9,コスモキュランダ,5,先行,918.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,918.5,60.054,60.054,0.42
18,ミステリーウェイ,8,先行,918.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,918.5,60.054,60.054,0.42
1,ダノンデサイル,1,差し,915.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,915.669,60.054,60.054,0.42
10,ジューンテイク,5,差し,914.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,914.897,60.054,60.054,0.42
11,シンエンペラー,6,差し,914.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,914.126,60.054,60.054,0.42
13,シェイクユアハート,7,差し,913.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,913.354,60.054,60.054,0.42
14,スティンガーグラス,7,差し,912.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,912.583,60.054,60.054,0.42
15,マイユニバース,7,差し,912.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,912.0,60.054,60.054,0.42
6,ビザンチンドリーム,3,追込,909.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,909.36,60.054,60.054,0.42
8,タガノデュード,4,追込,907.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,907.68,60.054,60.054,0.42
12,マイネルエンペラー,6,逃げ,944.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,944.92,61.484,61.484,0.43
16,メイショウタバル,8,逃げ,944.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,944.0,61.484,61.484,0.43
2,ミュージアムマイル,1,先行,942.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,942.28,61.484,61.484,0.43
3,シュガークン,2,先行,941.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,941.8,61.484,61.484,0.43
4,ミクニインスパイア,2,先行,941.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,941.32,61.484,61.484,0.43
5,クロワデュノール,3,先行,940.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,940.84,61.484,61.484,0.43
17,レガレイラ,8,先行,940.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,940.5,61.484,61.484,0.43
7,ファミリータイム,4,先行,940.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,940.5,61.484,61.484,0.43
9,コスモキュランダ,5,先行,940.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,940.5,61.484,61.484,0.43
18,ミステリーウェイ,8,先行,940.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,940.5,61.484,61.484,0.43
1,ダノンデサイル,1,差し,937.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,937.669,61.484,61.484,0.43
10,ジューンテイク,5,差し,936.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,936.897,61.484,61.484,0.43
11,シンエンペラー,6,差し,936.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,936.126,61.484,61.484,0.43
13,シェイクユアハート,7,差し,935.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,935.354,61.484,61.484,0.43
14,スティンガーグラス,7,差し,934.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,934.583,61.484,61.484,0.43
15,マイユニバース,7,差し,934.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,934.0,61.484,61.484,0.43
6,ビザンチンドリーム,3,追込,931.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,931.36,61.484,61.484,0.43
8,タガノデュード,4,追込,929.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,929.68,61.484,61.484,0.43
12,マイネルエンペラー,6,逃げ,966.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,966.92,62.914,62.914,0.44
16,メイショウタバル,8,逃げ,966.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,966.0,62.914,62.914,0.44
2,ミュージアムマイル,1,先行,964.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,964.28,62.914,62.914,0.44
3,シュガークン,2,先行,963.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,963.8,62.914,62.914,0.44
4,ミクニインスパイア,2,先行,963.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,963.32,62.914,62.914,0.44
5,クロワデュノール,3,先行,962.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,962.84,62.914,62.914,0.44
17,レガレイラ,8,先行,962.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,962.5,62.914,62.914,0.44
7,ファミリータイム,4,先行,962.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,962.5,62.914,62.914,0.44
9,コスモキュランダ,5,先行,962.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,962.5,62.914,62.914,0.44
18,ミステリーウェイ,8,先行,962.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,962.5,62.914,62.914,0.44
1,ダノンデサイル,1,差し,959.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,959.669,62.914,62.914,0.44
10,ジューンテイク,5,差し,958.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,958.897,62.914,62.914,0.44
11,シンエンペラー,6,差し,958.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,958.126,62.914,62.914,0.44
13,シェイクユアハート,7,差し,957.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,957.354,62.914,62.914,0.44
14,スティンガーグラス,7,差し,956.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,956.583,62.914,62.914,0.44
15,マイユニバース,7,差し,956.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,956.0,62.914,62.914,0.44
6,ビザンチンドリーム,3,追込,953.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,953.36,62.914,62.914,0.44
8,タガノデュード,4,追込,951.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,951.68,62.914,62.914,0.44
12,マイネルエンペラー,6,逃げ,988.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,988.92,64.344,64.344,0.45
16,メイショウタバル,8,逃げ,988.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,988.0,64.344,64.344,0.45
2,ミュージアムマイル,1,先行,986.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,986.28,64.344,64.344,0.45
3,シュガークン,2,先行,985.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,985.8,64.344,64.344,0.45
4,ミクニインスパイア,2,先行,985.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,985.32,64.344,64.344,0.45
5,クロワデュノール,3,先行,984.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,984.84,64.344,64.344,0.45
17,レガレイラ,8,先行,984.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,984.5,64.344,64.344,0.45
7,ファミリータイム,4,先行,984.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,984.5,64.344,64.344,0.45
9,コスモキュランダ,5,先行,984.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,984.5,64.344,64.344,0.45
18,ミステリーウェイ,8,先行,984.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,984.5,64.344,64.344,0.45
1,ダノンデサイル,1,差し,981.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,981.669,64.344,64.344,0.45
10,ジューンテイク,5,差し,980.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,980.897,64.344,64.344,0.45
11,シンエンペラー,6,差し,980.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,980.126,64.344,64.344,0.45
13,シェイクユアハート,7,差し,979.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,979.354,64.344,64.344,0.45
14,スティンガーグラス,7,差し,978.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,978.583,64.344,64.344,0.45
15,マイユニバース,7,差し,978.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,978.0,64.344,64.344,0.45
