horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,normalized_race_power,power_effect,ability_factor,target_rank_ratio,target_position_m,time,elapsed_time,progress
1,ダノンデサイル,1,差し,1642.879,11,0.69,7.121,79.175,1.448,0.0918,0.7,0.463,1641.669,107.239,107.239,0.75
10,ジューンテイク,5,差し,1641.506,12,4.45,8.494,67.114,0.234,-0.0289,0.7,0.506,1640.897,107.239,107.239,0.75
11,シンエンペラー,6,差し,1640.451,13,5.69,9.549,54.86,-0.998,-0.1514,0.7,0.549,1640.126,107.239,107.239,0.75
13,シェイクユアハート,7,差し,1639.963,14,6.69,10.037,67.357,0.259,-0.0264,0.7,0.591,1639.354,107.239,107.239,0.75
14,スティンガーグラス,7,差し,1639.046,15,6.45,10.954,61.121,-0.369,-0.0888,0.7,0.634,1638.583,107.239,107.239,0.75
15,マイユニバース,7,差し,1638.792,16,6.69,11.208,70.558,0.581,0.0056,0.7,0.677,1638.0,107.239,107.239,0.75
6,ビザンチンドリーム,3,追込,1635.389,17,2.0,14.611,58.422,-0.64,-0.1158,0.7,0.813,1635.36,107.239,107.239,0.75
8,タガノデュード,4,追込,1633.955,18,3.0,16.045,71.2,0.645,0.012,0.7,0.907,1633.68,107.239,107.239,0.75
12,マイネルエンペラー,6,逃げ,1670.83,1,5.0,1.17,52.086,-1.278,-0.1791,0.7,0.06,1670.92,108.669,108.669,0.76
16,メイショウタバル,8,逃げ,1670.381,2,7.0,1.619,74.557,0.983,0.0456,0.7,0.12,1670.0,108.669,108.669,0.76
2,ミュージアムマイル,1,先行,1669.148,3,0.0,2.852,73.195,0.846,0.032,0.7,0.207,1668.28,108.669,108.669,0.76
5,クロワデュノール,3,先行,1668.158,4,2.24,3.842,84.154,1.5,0.1415,0.7,0.287,1666.84,108.669,108.669,0.76
3,シュガークン,2,先行,1667.572,5,1.24,4.428,52.467,-1.239,-0.1753,0.7,0.233,1667.8,108.669,108.669,0.76
4,ミクニインスパイア,2,先行,1667.523,6,1.0,4.477,62.769,-0.203,-0.0723,0.7,0.26,1667.32,108.669,108.669,0.76
17,レガレイラ,8,先行,1667.141,7,7.0,4.859,68.507,0.375,-0.0149,0.7,0.367,1666.5,108.669,108.669,0.76
7,ファミリータイム,4,先行,1666.715,8,3.24,5.285,60.592,-0.422,-0.0941,0.7,0.313,1666.5,108.669,108.669,0.76
9,コスモキュランダ,5,先行,1666.708,9,4.24,5.292,64.219,-0.057,-0.0578,0.7,0.34,1666.5,108.669,108.669,0.76
18,ミステリーウェイ,8,先行,1666.256,10,7.0,5.744,43.76,-1.5,-0.2624,0.7,0.393,1666.5,108.669,108.669,0.76
1,ダノンデサイル,1,差し,1665.248,11,0.69,6.752,79.175,1.448,0.0918,0.7,0.463,1663.669,108.669,108.669,0.76
10,ジューンテイク,5,差し,1663.721,12,4.45,8.279,67.114,0.234,-0.0289,0.7,0.506,1662.897,108.669,108.669,0.76
11,シンエンペラー,6,差し,1662.592,13,5.69,9.408,54.86,-0.998,-0.1514,0.7,0.549,1662.126,108.669,108.669,0.76
13,シェイクユアハート,7,差し,1662.177,14,6.69,9.823,67.357,0.259,-0.0264,0.7,0.591,1661.354,108.669,108.669,0.76
14,スティンガーグラス,7,差し,1661.223,15,6.45,10.777,61.121,-0.369,-0.0888,0.7,0.634,1660.583,108.669,108.669,0.76
15,マイユニバース,7,差し,1661.053,16,6.69,10.947,70.558,0.581,0.0056,0.7,0.677,1660.0,108.669,108.669,0.76
6,ビザンチンドリーム,3,追込,1657.391,17,2.0,14.609,58.422,-0.64,-0.1158,0.7,0.813,1657.36,108.669,108.669,0.76
8,タガノデュード,4,追込,1655.973,18,3.0,16.027,71.2,0.645,0.012,0.7,0.907,1655.68,108.669,108.669,0.76
12,マイネルエンペラー,6,逃げ,1692.824,1,5.0,1.176,52.086,-1.278,-0.1791,0.7,0.06,1692.92,110.099,110.099,0.77
16,メイショウタバル,8,逃げ,1692.405,2,7.0,1.595,74.557,0.983,0.0456,0.7,0.12,1692.0,110.099,110.099,0.77
2,ミュージアムマイル,1,先行,1691.202,3,0.0,2.798,73.195,0.846,0.032,0.7,0.207,1690.28,110.099,110.099,0.77
5,クロワデュノール,3,先行,1690.24,4,2.24,3.76,84.154,1.5,0.1415,0.7,0.287,1688.84,110.099,110.099,0.77
3,シュガークン,2,先行,1689.557,5,1.24,4.443,52.467,-1.239,-0.1753,0.7,0.233,1689.8,110.099,110.099,0.77
4,ミクニインスパイア,2,先行,1689.536,6,1.0,4.464,62.769,-0.203,-0.0723,0.7,0.26,1689.32,110.099,110.099,0.77
17,レガレイラ,8,先行,1689.181,7,7.0,4.819,68.507,0.375,-0.0149,0.7,0.367,1688.5,110.099,110.099,0.77
7,ファミリータイム,4,先行,1688.728,8,3.24,5.272,60.592,-0.422,-0.0941,0.7,0.313,1688.5,110.099,110.099,0.77
9,コスモキュランダ,5,先行,1688.721,9,4.24,5.279,64.219,-0.057,-0.0578,0.7,0.34,1688.5,110.099,110.099,0.77
18,ミステリーウェイ,8,先行,1688.241,10,7.0,5.759,43.76,-1.5,-0.2624,0.7,0.393,1688.5,110.099,110.099,0.77
1,ダノンデサイル,1,差し,1687.616,11,0.69,6.384,79.175,1.448,0.0918,0.7,0.463,1685.669,110.099,110.099,0.77
10,ジューンテイク,5,差し,1685.935,12,4.45,8.065,67.114,0.234,-0.0289,0.7,0.506,1684.897,110.099,110.099,0.77
11,シンエンペラー,6,差し,1684.734,13,5.69,9.266,54.86,-0.998,-0.1514,0.7,0.549,1684.126,110.099,110.099,0.77
13,シェイクユアハート,7,差し,1684.391,14,6.69,9.609,67.357,0.259,-0.0264,0.7,0.591,1683.354,110.099,110.099,0.77
14,スティンガーグラス,7,差し,1683.4,15,6.45,10.6,61.121,-0.369,-0.0888,0.7,0.634,1682.583,110.099,110.099,0.77
15,マイユニバース,7,差し,1683.315,16,6.69,10.685,70.558,0.581,0.0056,0.7,0.677,1682.0,110.099,110.099,0.77
6,ビザンチンドリーム,3,追込,1679.393,17,2.0,14.607,58.422,-0.64,-0.1158,0.7,0.813,1679.36,110.099,110.099,0.77
8,タガノデュード,4,追込,1677.991,18,3.0,16.009,71.2,0.645,0.012,0.7,0.907,1677.68,110.099,110.099,0.77
12,マイネルエンペラー,6,逃げ,1714.819,1,5.0,1.181,52.086,-1.278,-0.1791,0.7,0.06,1714.92,111.529,111.529,0.78
16,メイショウタバル,8,逃げ,1714.428,2,7.0,1.572,74.557,0.983,0.0456,0.7,0.12,1714.0,111.529,111.529,0.78
2,ミュージアムマイル,1,先行,1713.257,3,0.0,2.743,73.195,0.846,0.032,0.7,0.207,1712.28,111.529,111.529,0.78
5,クロワデュノール,3,先行,1712.322,4,2.24,3.678,84.154,1.5,0.1415,0.7,0.287,1710.84,111.529,111.529,0.78
4,ミクニインスパイア,2,先行,1711.549,5,1.0,4.451,62.769,-0.203,-0.0723,0.7,0.26,1711.32,111.529,111.529,0.78
3,シュガークン,2,先行,1711.543,6,1.24,4.457,52.467,-1.239,-0.1753,0.7,0.233,1711.8,111.529,111.529,0.78
17,レガレイラ,8,先行,1711.221,7,7.0,4.779,68.507,0.375,-0.0149,0.7,0.367,1710.5,111.529,111.529,0.78
7,ファミリータイム,4,先行,1710.741,8,3.24,5.259,60.592,-0.422,-0.0941,0.7,0.313,1710.5,111.529,111.529,0.78
9,コスモキュランダ,5,先行,1710.734,9,4.24,5.266,64.219,-0.057,-0.0578,0.7,0.34,1710.5,111.529,111.529,0.78
18,ミステリーウェイ,8,先行,1710.225,10,7.0,5.775,43.76,-1.5,-0.2624,0.7,0.393,1710.5,111.529,111.529,0.78
1,ダノンデサイル,1,差し,1709.985,11,0.69,6.015,79.175,1.448,0.0918,0.7,0.463,1707.669,111.529,111.529,0.78
10,ジューンテイク,5,差し,1708.15,12,4.45,7.85,67.114,0.234,-0.0289,0.7,0.506,1706.897,111.529,111.529,0.78
11,シンエンペラー,6,差し,1706.875,13,5.69,9.125,54.86,-0.998,-0.1514,0.7,0.549,1706.126,111.529,111.529,0.78
13,シェイクユアハート,7,差し,1706.605,14,6.69,9.395,67.357,0.259,-0.0264,0.7,0.591,1705.354,111.529,111.529,0.78
14,スティンガーグラス,7,差し,1705.576,15,6.45,10.424,61.121,-0.369,-0.0888,0.7,0.634,1704.583,111.529,111.529,0.78
15,マイユニバース,7,差し,1705.576,16,6.69,10.424,70.558,0.581,0.0056,0.7,0.677,1704.0,111.529,111.529,0.78
6,ビザンチンドリーム,3,追込,1701.395,17,2.0,14.605,58.422,-0.64,-0.1158,0.7,0.813,1701.36,111.529,111.529,0.78
8,タガノデュード,4,追込,1700.01,18,3.0,15.99,71.2,0.645,0.012,0.7,0.907,1699.68,111.529,111.529,0.78
12,マイネルエンペラー,6,逃げ,1736.813,1,5.0,1.187,52.086,-1.278,-0.1791,0.7,0.06,1736.92,112.959,112.959,0.79
16,メイショウタバル,8,逃げ,1736.452,2,7.0,1.548,74.557,0.983,0.0456,0.7,0.12,1736.0,112.959,112.959,0.79
2,ミュージアムマイル,1,先行,1735.311,3,0.0,2.689,73.195,0.846,0.032,0.7,0.207,1734.28,112.959,112.959,0.79
5,クロワデュノール,3,先行,1734.405,4,2.24,3.595,84.154,1.5,0.1415,0.7,0.287,1732.84,112.959,112.959,0.79
4,ミクニインスパイア,2,先行,1733.561,5,1.0,4.439,62.769,-0.203,-0.0723,0.7,0.26,1733.32,112.959,112.959,0.79
3,シュガークン,2,先行,1733.529,6,1.24,4.471,52.467,-1.239,-0.1753,0.7,0.233,1733.8,112.959,112.959,0.79
17,レガレイラ,8,先行,1733.261,7,7.0,4.739,68.507,0.375,-0.0149,0.7,0.367,1732.5,112.959,112.959,0.79
7,ファミリータイム,4,先行,1732.755,8,3.24,5.245,60.592,-0.422,-0.0941,0.7,0.313,1732.5,112.959,112.959,0.79
9,コスモキュランダ,5,先行,1732.747,9,4.24,5.253,64.219,-0.057,-0.0578,0.7,0.34,1732.5,112.959,112.959,0.79
1,ダノンデサイル,1,差し,1732.354,10,0.69,5.646,79.175,1.448,0.0918,0.7,0.463,1729.669,112.959,112.959,0.79
18,ミステリーウェイ,8,先行,1732.21,11,7.0,5.79,43.76,-1.5,-0.2624,0.7,0.393,1732.5,112.959,112.959,0.79
10,ジューンテイク,5,差し,1730.364,12,4.45,7.636,67.114,0.234,-0.0289,0.7,0.506,1728.897,112.959,112.959,0.79
11,シンエンペラー,6,差し,1729.016,13,5.69,8.984,54.86,-0.998,-0.1514,0.7,0.549,1728.126,112.959,112.959,0.79
13,シェイクユアハート,7,差し,1728.82,14,6.69,9.18,67.357,0.259,-0.0264,0.7,0.591,1727.354,112.959,112.959,0.79
15,マイユニバース,7,差し,1727.838,15,6.69,10.162,70.558,0.581,0.0056,0.7,0.677,1726.0,112.959,112.959,0.79
14,スティンガーグラス,7,差し,1727.753,16,6.45,10.247,61.121,-0.369,-0.0888,0.7,0.634,1726.583,112.959,112.959,0.79
6,ビザンチンドリーム,3,追込,1723.397,17,2.0,14.603,58.422,-0.64,-0.1158,0.7,0.813,1723.36,112.959,112.959,0.79
8,タガノデュード,4,追込,1722.028,18,3.0,15.972,71.2,0.645,0.012,0.7,0.907,1721.68,112.959,112.959,0.79
12,マイネルエンペラー,6,逃げ,1758.807,1,5.0,1.193,52.086,-1.278,-0.1791,1.0,0.06,1758.92,114.389,114.389,0.8
16,メイショウタバル,8,逃げ,1758.476,2,7.0,1.524,74.557,0.983,0.0456,1.0,0.12,1758.0,114.389,114.389,0.8
2,ミュージアムマイル,1,先行,1757.365,3,0.0,2.635,73.195,0.846,0.032,1.0,0.207,1756.28,114.389,114.389,0.8
5,クロワデュノール,3,先行,1756.487,4,2.24,3.513,84.154,1.5,0.1415,1.0,0.287,1754.84,114.389,114.389,0.8
4,ミクニインスパイア,2,先行,1755.574,5,1.0,4.426,62.769,-0.203,-0.0723,1.0,0.26,1755.32,114.389,114.389,0.8
3,シュガークン,2,先行,1755.515,6,1.24,4.485,52.467,-1.239,-0.1753,1.0,0.233,1755.8,114.389,114.389,0.8
17,レガレイラ,8,先行,1755.301,7,7.0,4.699,68.507,0.375,-0.0149,1.0,0.367,1754.5,114.389,114.389,0.8
7,ファミリータイム,4,先行,1754.768,8,3.24,5.232,60.592,-0.422,-0.0941,1.0,0.313,1754.5,114.389,114.389,0.8
9,コスモキュランダ,5,先行,1754.76,9,4.24,5.24,64.219,-0.057,-0.0578,1.0,0.34,1754.5,114.389,114.389,0.8
1,ダノンデサイル,1,差し,1754.723,10,0.69,5.277,79.175,1.448,0.0918,1.0,0.463,1751.669,114.389,114.389,0.8
18,ミステリーウェイ,8,先行,1754.195,11,7.0,5.805,43.76,-1.5,-0.2624,1.0,0.393,1754.5,114.389,114.389,0.8
10,ジューンテイク,5,差し,1752.579,12,4.45,7.421,67.114,0.234,-0.0289,1.0,0.506,1750.897,114.389,114.389,0.8
11,シンエンペラー,6,差し,1751.158,13,5.69,8.842,54.86,-0.998,-0.1514,1.0,0.549,1750.126,114.389,114.389,0.8
13,シェイクユアハート,7,差し,1751.034,14,6.69,8.966,67.357,0.259,-0.0264,1.0,0.591,1749.354,114.389,114.389,0.8
15,マイユニバース,7,差し,1750.099,15,6.69,9.901,70.558,0.581,0.0056,1.0,0.677,1748.0,114.389,114.389,0.8
14,スティンガーグラス,7,差し,1749.93,16,6.45,10.07,61.121,-0.369,-0.0888,1.0,0.634,1748.583,114.389,114.389,0.8
6,ビザンチンドリーム,3,追込,1745.399,17,2.0,14.601,58.422,-0.64,-0.1158,1.0,0.813,1745.36,114.389,114.389,0.8
8,タガノデュード,4,追込,1744.046,18,3.0,15.954,71.2,0.645,0.012,1.0,0.907,1743.68,114.389,114.389,0.8
12,マイネルエンペラー,6,逃げ,1780.802,1,5.0,1.198,52.086,-1.278,-0.1791,1.0,0.06,1780.92,115.818,115.818,0.81
16,メイショウタバル,8,逃げ,1780.5,2,7.0,1.5,74.557,0.983,0.0456,1.0,0.12,1780.0,115.818,115.818,0.81
2,ミュージアムマイル,1,先行,1779.419,3,0.0,2.581,73.195,0.846,0.032,1.0,0.207,1778.28,115.818,115.818,0.81
5,クロワデュノール,3,先行,1778.569,4,2.24,3.431,84.154,1.5,0.1415,1.0,0.287,1776.84,115.818,115.818,0.81
4,ミクニインスパイア,2,先行,1777.587,5,1.0,4.413,62.769,-0.203,-0.0723,1.0,0.26,1777.32,115.818,115.818,0.81
3,シュガークン,2,先行,1777.5,6,1.24,4.5,52.467,-1.239,-0.1753,1.0,0.233,1777.8,115.818,115.818,0.81
17,レガレイラ,8,先行,1777.341,7,7.0,4.659,68.507,0.375,-0.0149,1.0,0.367,1776.5,115.818,115.818,0.81
1,ダノンデサイル,1,差し,1777.091,8,0.69,4.909,79.175,1.448,0.0918,1.0,0.463,1773.669,115.818,115.818,0.81
7,ファミリータイム,4,先行,1776.782,9,3.24,5.218,60.592,-0.422,-0.0941,1.0,0.313,1776.5,115.818,115.818,0.81
9,コスモキュランダ,5,先行,1776.773,10,4.24,5.227,64.219,-0.057,-0.0578,1.0,0.34,1776.5,115.818,115.818,0.81
18,ミステリーウェイ,8,先行,1776.179,11,7.0,5.821,43.76,-1.5,-0.2624,1.0,0.393,1776.5,115.818,115.818,0.81
10,ジューンテイク,5,差し,1774.793,12,4.45,7.207,67.114,0.234,-0.0289,1.0,0.506,1772.897,115.818,115.818,0.81
11,シンエンペラー,6,差し,1773.299,13,5.69,8.701,54.86,-0.998,-0.1514,1.0,0.549,1772.126,115.818,115.818,0.81
13,シェイクユアハート,7,差し,1773.248,14,6.69,8.752,67.357,0.259,-0.0264,1.0,0.591,1771.354,115.818,115.818,0.81
15,マイユニバース,7,差し,1772.36,15,6.69,9.64,70.558,0.581,0.0056,1.0,0.677,1770.0,115.818,115.818,0.81
14,スティンガーグラス,7,差し,1772.107,16,6.45,9.893,61.121,-0.369,-0.0888,1.0,0.634,1770.583,115.818,115.818,0.81
6,ビザンチンドリーム,3,追込,1767.401,17,2.0,14.599,58.422,-0.64,-0.1158,1.0,0.813,1767.36,115.818,115.818,0.81
8,タガノデュード,4,追込,1766.064,18,3.0,15.936,71.2,0.645,0.012,1.0,0.907,1765.68,115.818,115.818,0.81
12,マイネルエンペラー,6,逃げ,1802.796,1,5.0,1.204,52.086,-1.278,-0.1791,1.0,0.06,1802.92,117.248,117.248,0.82
16,メイショウタバル,8,逃げ,1802.524,2,7.0,1.476,74.557,0.983,0.0456,1.0,0.12,1802.0,117.248,117.248,0.82
2,ミュージアムマイル,1,先行,1801.474,3,0.0,2.526,73.195,0.846,0.032,1.0,0.207,1800.28,117.248,117.248,0.82
5,クロワデュノール,3,先行,1800.652,4,2.24,3.348,84.154,1.5,0.1415,1.0,0.287,1798.84,117.248,117.248,0.82
4,ミクニインスパイア,2,先行,1799.6,5,1.0,4.4,62.769,-0.203,-0.0723,1.0,0.26,1799.32,117.248,117.248,0.82
3,シュガークン,2,先行,1799.486,6,1.24,4.514,52.467,-1.239,-0.1753,1.0,0.233,1799.8,117.248,117.248,0.82
1,ダノンデサイル,1,差し,1799.46,7,0.69,4.54,79.175,1.448,0.0918,1.0,0.463,1795.669,117.248,117.248,0.82
17,レガレイラ,8,先行,1799.381,8,7.0,4.619,68.507,0.375,-0.0149,1.0,0.367,1798.5,117.248,117.248,0.82
7,ファミリータイム,4,先行,1798.795,9,3.24,5.205,60.592,-0.422,-0.0941,1.0,0.313,1798.5,117.248,117.248,0.82
9,コスモキュランダ,5,先行,1798.786,10,4.24,5.214,64.219,-0.057,-0.0578,1.0,0.34,1798.5,117.248,117.248,0.82
18,ミステリーウェイ,8,先行,1798.164,11,7.0,5.836,43.76,-1.5,-0.2624,1.0,0.393,1798.5,117.248,117.248,0.82
10,ジューンテイク,5,差し,1797.008,12,4.45,6.992,67.114,0.234,-0.0289,1.0,0.506,1794.897,117.248,117.248,0.82
13,シェイクユアハート,7,差し,1795.462,13,6.69,8.538,67.357,0.259,-0.0264,1.0,0.591,1793.354,117.248,117.248,0.82
11,シンエンペラー,6,差し,1795.441,14,5.69,8.559,54.86,-0.998,-0.1514,1.0,0.549,1794.126,117.248,117.248,0.82
15,マイユニバース,7,差し,1794.622,15,6.69,9.378,70.558,0.581,0.0056,1.0,0.677,1792.0,117.248,117.248,0.82
14,スティンガーグラス,7,差し,1794.284,16,6.45,9.716,61.121,-0.369,-0.0888,1.0,0.634,1792.583,117.248,117.248,0.82
6,ビザンチンドリーム,3,追込,1789.451,17,2.65,14.549,58.422,-0.64,-0.1158,1.0,0.813,1789.36,117.248,117.248,0.82
8,タガノデュード,4,追込,1788.164,18,3.65,15.836,71.2,0.645,0.012,1.0,0.907,1787.68,117.248,117.248,0.82
12,マイネルエンペラー,6,逃げ,1824.791,1,5.0,1.209,52.086,-1.278,-0.1791,1.0,0.06,1824.92,118.678,118.678,0.83
16,メイショウタバル,8,逃げ,1824.547,2,7.0,1.453,74.557,0.983,0.0456,1.0,0.12,1824.0,118.678,118.678,0.83
2,ミュージアムマイル,1,先行,1823.528,3,0.0,2.472,73.195,0.846,0.032,1.0,0.207,1822.28,118.678,118.678,0.83
5,クロワデュノール,3,先行,1822.734,4,2.24,3.266,84.154,1.5,0.1415,1.0,0.287,1820.84,118.678,118.678,0.83
1,ダノンデサイル,1,差し,1821.829,5,0.69,4.171,79.175,1.448,0.0918,1.0,0.463,1817.669,118.678,118.678,0.83
4,ミクニインスパイア,2,先行,1821.612,6,1.0,4.388,62.769,-0.203,-0.0723,1.0,0.26,1821.32,118.678,118.678,0.83
3,シュガークン,2,先行,1821.472,7,1.24,4.528,52.467,-1.239,-0.1753,1.0,0.233,1821.8,118.678,118.678,0.83
17,レガレイラ,8,先行,1821.421,8,7.0,4.579,68.507,0.375,-0.0149,1.0,0.367,1820.5,118.678,118.678,0.83
7,ファミリータイム,4,先行,1820.809,9,3.24,5.191,60.592,-0.422,-0.0941,1.0,0.313,1820.5,118.678,118.678,0.83
9,コスモキュランダ,5,先行,1820.799,10,4.24,5.201,64.219,-0.057,-0.0578,1.0,0.34,1820.5,118.678,118.678,0.83
18,ミステリーウェイ,8,先行,1820.149,11,7.0,5.851,43.76,-1.5,-0.2624,1.0,0.393,1820.5,118.678,118.678,0.83
10,ジューンテイク,5,差し,1819.222,12,4.45,6.778,67.114,0.234,-0.0289,1.0,0.506,1816.897,118.678,118.678,0.83
13,シェイクユアハート,7,差し,1817.677,13,6.69,8.323,67.357,0.259,-0.0264,1.0,0.591,1815.354,118.678,118.678,0.83
11,シンエンペラー,6,差し,1817.582,14,5.69,8.418,54.86,-0.998,-0.1514,1.0,0.549,1816.126,118.678,118.678,0.83
15,マイユニバース,7,差し,1816.883,15,6.69,9.117,70.558,0.581,0.0056,1.0,0.677,1814.0,118.678,118.678,0.83
14,スティンガーグラス,7,差し,1816.461,16,6.45,9.539,61.121,-0.369,-0.0888,1.0,0.634,1814.583,118.678,118.678,0.83
6,ビザンチンドリーム,3,追込,1811.715,17,2.65,14.285,58.422,-0.64,-0.1158,1.0,0.813,1811.36,118.678,118.678,0.83
8,タガノデュード,4,追込,1810.632,18,3.65,15.368,71.2,0.645,0.012,1.0,0.907,1809.68,118.678,118.678,0.83
12,マイネルエンペラー,6,逃げ,1846.785,1,5.0,1.215,52.086,-1.278,-0.1791,1.0,0.06,1846.92,120.108,120.108,0.84
16,メイショウタバル,8,逃げ,1846.571,2,7.0,1.429,74.557,0.983,0.0456,1.0,0.12,1846.0,120.108,120.108,0.84
2,ミュージアムマイル,1,先行,1845.582,3,0.0,2.418,73.195,0.846,0.032,1.0,0.207,1844.28,120.108,120.108,0.84
5,クロワデュノール,3,先行,1844.816,4,2.24,3.184,84.154,1.5,0.1415,1.0,0.287,1842.84,120.108,120.108,0.84
1,ダノンデサイル,1,差し,1844.198,5,0.69,3.802,79.175,1.448,0.0918,1.0,0.463,1839.669,120.108,120.108,0.84
4,ミクニインスパイア,2,先行,1843.625,6,1.0,4.375,62.769,-0.203,-0.0723,1.0,0.26,1843.32,120.108,120.108,0.84
17,レガレイラ,8,先行,1843.461,7,7.0,4.539,68.507,0.375,-0.0149,1.0,0.367,1842.5,120.108,120.108,0.84
3,シュガークン,2,先行,1843.457,8,1.24,4.543,52.467,-1.239,-0.1753,1.0,0.233,1843.8,120.108,120.108,0.84
7,ファミリータイム,4,先行,1842.822,9,3.24,5.178,60.592,-0.422,-0.0941,1.0,0.313,1842.5,120.108,120.108,0.84
9,コスモキュランダ,5,先行,1842.812,10,4.24,5.188,64.219,-0.057,-0.0578,1.0,0.34,1842.5,120.108,120.108,0.84
18,ミステリーウェイ,8,先行,1842.134,11,7.0,5.866,43.76,-1.5,-0.2624,1.0,0.393,1842.5,120.108,120.108,0.84
10,ジューンテイク,5,差し,1841.437,12,4.45,6.563,67.114,0.234,-0.0289,1.0,0.506,1838.897,120.108,120.108,0.84
13,シェイクユアハート,7,差し,1839.891,13,6.69,8.109,67.357,0.259,-0.0264,1.0,0.591,1837.354,120.108,120.108,0.84
11,シンエンペラー,6,差し,1839.724,14,5.69,8.276,54.86,-0.998,-0.1514,1.0,0.549,1838.126,120.108,120.108,0.84
15,マイユニバース,7,差し,1839.145,15,6.69,8.855,70.558,0.581,0.0056,1.0,0.677,1836.0,120.108,120.108,0.84
14,スティンガーグラス,7,差し,1838.638,16,6.45,9.362,61.121,-0.369,-0.0888,1.0,0.634,1836.583,120.108,120.108,0.84
6,ビザンチンドリーム,3,追込,1833.98,17,2.65,14.02,58.422,-0.64,-0.1158,1.0,0.813,1833.36,120.108,120.108,0.84
8,タガノデュード,4,追込,1833.1,18,3.65,14.9,71.2,0.645,0.012,1.0,0.907,1831.68,120.108,120.108,0.84
12,マイネルエンペラー,6,逃げ,1868.779,1,5.0,1.221,52.086,-1.278,-0.1791,1.0,0.06,1868.92,121.538,121.538,0.85
16,メイショウタバル,8,逃げ,1868.595,2,7.0,1.405,74.557,0.983,0.0456,1.0,0.12,1868.0,121.538,121.538,0.85
2,ミュージアムマイル,1,先行,1867.637,3,0.0,2.363,73.195,0.846,0.032,1.0,0.207,1866.28,121.538,121.538,0.85
5,クロワデュノール,3,先行,1866.899,4,2.24,3.101,84.154,1.5,0.1415,1.0,0.287,1864.84,121.538,121.538,0.85
1,ダノンデサイル,1,差し,1866.566,5,0.69,3.434,79.175,1.448,0.0918,1.0,0.463,1861.669,121.538,121.538,0.85
4,ミクニインスパイア,2,先行,1865.638,6,1.0,4.362,62.769,-0.203,-0.0723,1.0,0.26,1865.32,121.538,121.538,0.85
17,レガレイラ,8,先行,1865.501,7,7.0,4.499,68.507,0.375,-0.0149,1.0,0.367,1864.5,121.538,121.538,0.85
3,シュガークン,2,先行,1865.443,8,1.24,4.557,52.467,-1.239,-0.1753,1.0,0.233,1865.8,121.538,121.538,0.85
7,ファミリータイム,4,先行,1864.835,9,3.24,5.165,60.592,-0.422,-0.0941,1.0,0.313,1864.5,121.538,121.538,0.85
9,コスモキュランダ,5,先行,1864.825,10,4.24,5.175,64.219,-0.057,-0.0578,1.0,0.34,1864.5,121.538,121.538,0.85
18,ミステリーウェイ,8,先行,1864.118,11,7.0,5.882,43.76,-1.5,-0.2624,1.0,0.393,1864.5,121.538,121.538,0.85
10,ジューンテイク,5,差し,1863.651,12,4.45,6.349,67.114,0.234,-0.0289,1.0,0.506,1860.897,121.538,121.538,0.85
13,シェイクユアハート,7,差し,1862.105,13,6.69,7.895,67.357,0.259,-0.0264,1.0,0.591,1859.354,121.538,121.538,0.85
11,シンエンペラー,6,差し,1861.865,14,5.69,8.135,54.86,-0.998,-0.1514,1.0,0.549,1860.126,121.538,121.538,0.85
15,マイユニバース,7,差し,1861.406,15,6.69,8.594,70.558,0.581,0.0056,1.0,0.677,1858.0,121.538,121.538,0.85
14,スティンガーグラス,7,差し,1860.815,16,6.45,9.185,61.121,-0.369,-0.0888,1.0,0.634,1858.583,121.538,121.538,0.85
6,ビザンチンドリーム,3,追込,1856.245,17,2.65,13.755,58.422,-0.64,-0.1158,1.0,0.813,1855.36,121.538,121.538,0.85
8,タガノデュード,4,追込,1855.568,18,3.65,14.432,71.2,0.645,0.012,1.0,0.907,1853.68,121.538,121.538,0.85
12,マイネルエンペラー,6,逃げ,1890.774,1,5.0,1.226,52.086,-1.278,-0.1791,1.0,0.06,1890.92,122.968,122.968,0.86
16,メイショウタバル,8,逃げ,1890.619,2,7.0,1.381,74.557,0.983,0.0456,1.0,0.12,1890.0,122.968,122.968,0.86
2,ミュージアムマイル,1,先行,1889.691,3,0.0,2.309,73.195,0.846,0.032,1.0,0.207,1888.28,122.968,122.968,0.86
5,クロワデュノール,3,先行,1888.981,4,2.24,3.019,84.154,1.5,0.1415,1.0,0.287,1886.84,122.968,122.968,0.86
1,ダノンデサイル,1,差し,1888.935,5,0.69,3.065,79.175,1.448,0.0918,1.0,0.463,1883.669,122.968,122.968,0.86
4,ミクニインスパイア,2,先行,1887.65,6,1.0,4.35,62.769,-0.203,-0.0723,1.0,0.26,1887.32,122.968,122.968,0.86
17,レガレイラ,8,先行,1887.541,7,7.0,4.459,68.507,0.375,-0.0149,1.0,0.367,1886.5,122.968,122.968,0.86
3,シュガークン,2,先行,1887.429,8,1.24,4.571,52.467,-1.239,-0.1753,1.0,0.233,1887.8,122.968,122.968,0.86
7,ファミリータイム,4,先行,1886.849,9,3.24,5.151,60.592,-0.422,-0.0941,1.0,0.313,1886.5,122.968,122.968,0.86
9,コスモキュランダ,5,先行,1886.838,10,4.24,5.162,64.219,-0.057,-0.0578,1.0,0.34,1886.5,122.968,122.968,0.86
18,ミステリーウェイ,8,先行,1886.103,11,7.0,5.897,43.76,-1.5,-0.2624,1.0,0.393,1886.5,122.968,122.968,0.86
